country,Month,prod_name,Units Sold
Dominican Republic,6,eraser,3
Dominican Republic,6,ti89,7
Dominican Republic,6,pen,5
Dominican Republic,6,ink,8
Dominican Republic,6,typingpaper,6
Dominican Republic,6,crayons,3
Dominican Republic,7,basiccalculator,2
Dominican Republic,7,marker,10
Dominican Republic,7,typingpaper,13
Dominican Republic,7,coloredpencil,5
Dominican Republic,7,ti84,2
Dominican Republic,7,officechair,3
Dominican Republic,7,ti83plus,2
Dominican Republic,7,eraser,2
Dominican Republic,7,ruler,3
Dominican Republic,8,leadpen,7
Dominican Republic,8,eraser,4
Dominican Republic,8,folder,8
Dominican Republic,8,pen,2
Dominican Republic,8,ruler,6
Dominican Republic,8,ti89,11
Dominican Republic,8,crayons,2
Dominican Republic,8,ti83plus,2
Dominican Republic,8,clip,5
Dominican Republic,8,basiccalculator,6
Dominican Republic,9,staples,6
Dominican Republic,9,marker,6
Dominican Republic,9,clip,2
Dominican Republic,9,protractor,7
Dominican Republic,9,ruler,7
Dominican Republic,9,ti84,7
Dominican Republic,9,basiccalculator,3
Dominican Republic,9,officechair,1
Dominican Republic,9,pen,4
Dominican Republic,10,ruler,3
Dominican Republic,10,artpaper,2
Dominican Republic,10,coloredpencil,1
Dominican Republic,11,ti89,4
Dominican Republic,11,artpaper,6
Dominican Republic,11,officechair,3
Dominican Republic,11,pen,7
Dominican Republic,11,BAIIplus,9
Dominican Republic,11,coloredpencil,3
Dominican Republic,11,protractor,7
Dominican Republic,12,coloredpencil,4
Dominican Republic,12,officechair,5
Dominican Republic,12,ruler,7
Dominican Republic,12,folder,5
Dominican Republic,12,ti84plus,7
Dominican Republic,12,marker,3
Dominican Republic,12,typingpaper,8
Dominican Republic,12,pencil,6
Ecuador,1,typingpaper,6
Ecuador,1,leadpen,6
Ecuador,1,artpaper,8
Ecuador,1,staples,5
Ecuador,1,gridpaper,4
Ecuador,1,ti89,1
Ecuador,1,folder,5
Ecuador,2,leadpen,4
Ecuador,2,ink,3
Ecuador,2,ti84plus,2
Ecuador,2,eraser,5
Ecuador,2,BAIIplus,5
Ecuador,3,protractor,7
Ecuador,3,bin,7
Ecuador,3,ruler,7
Ecuador,3,ti84plus,4
Ecuador,3,BAIIplus,4
Ecuador,3,officechair,8
Ecuador,4,eraser,8
Ecuador,4,ti89,2
Ecuador,4,basiccalculator,6
Ecuador,4,officechair,5
Ecuador,4,ruler,4
Ecuador,4,protractor,2
Ecuador,5,ti84plus,12
Ecuador,5,pen,5
Ecuador,5,artpaper,1
Ecuador,5,basiccalculator,2
Ecuador,5,ti89,7
Ecuador,5,leadpen,7
Ecuador,5,clip,2
Ecuador,5,protractor,2
Ecuador,5,clipboard,5
Ecuador,5,ruler,6
Ecuador,5,ink,1
Ecuador,5,ti83plus,4
Ecuador,6,gridpaper,3
Ecuador,6,marker,6
Ecuador,6,staples,1
Ecuador,6,ti84,2
Ecuador,6,protractor,6
Ecuador,6,ink,2
Ecuador,7,ti83plus,11
Ecuador,7,coloredpencil,1
Ecuador,7,crayons,6
Ecuador,7,clip,1
Ecuador,7,bin,4
Ecuador,7,basiccalculator,8
Ecuador,7,BAIIplus,1
Ecuador,8,officechair,11
Ecuador,8,crayons,5
Ecuador,8,clipboard,4
Ecuador,8,staples,5
Ecuador,8,typingpaper,6
Ecuador,8,pencil,12
Ecuador,8,folder,6
Ecuador,9,pencil,9
Ecuador,9,ti89,2
Ecuador,9,marker,3
Ecuador,9,staples,10
Ecuador,9,gridpaper,3
Ecuador,9,clip,2
Ecuador,10,ti84,3
Ecuador,10,ink,5
Ecuador,10,artpaper,5
Ecuador,10,pen,2
Ecuador,10,gridpaper,7
Ecuador,10,bin,3
Ecuador,10,pencil,7
Ecuador,10,marker,5
Ecuador,10,staples,4
Ecuador,11,eraser,1
Ecuador,11,basiccalculator,2
Ecuador,11,ink,1
Ecuador,11,ti84plus,2
Ecuador,12,coloredpencil,6
Ecuador,12,protractor,3
Ecuador,12,eraser,2
Ecuador,12,pen,7
Ecuador,12,ti89,7
Ecuador,12,gridpaper,2
Ecuador,12,leadpen,2
Egypt,1,protractor,9
Egypt,1,leadpen,7
Egypt,1,pen,8
Egypt,1,clip,14
Egypt,1,ruler,7
Egypt,1,BAIIplus,4
Egypt,1,officechair,1
Egypt,1,bin,14
Egypt,1,clipboard,5
Egypt,1,artpaper,2
Egypt,1,ti84plus,11
Egypt,1,staples,5
Egypt,1,crayons,1
Egypt,2,pencil,8
Egypt,2,officechair,6
Egypt,2,ti84,3
Egypt,2,gridpaper,1
Egypt,2,ink,10
Egypt,2,staples,7
Egypt,2,coloredpencil,8
Egypt,2,ti84plus,7
Egypt,2,ti89,4
Egypt,2,bin,2
Egypt,3,ti84plus,14
Egypt,3,staples,3
Egypt,3,marker,7
Egypt,3,ruler,13
Egypt,3,gridpaper,4
Egypt,3,BAIIplus,3
Egypt,3,crayons,2
Egypt,3,ti83plus,2
Egypt,3,pencil,8
Egypt,3,protractor,15
Egypt,3,basiccalculator,2
Egypt,3,pen,12
Egypt,3,ti84,1
Egypt,3,eraser,6
Egypt,3,bin,1
Egypt,4,staples,3
Egypt,4,coloredpencil,5
Egypt,4,ti84plus,6
Egypt,4,typingpaper,1
Egypt,4,ti89,1
Egypt,4,pen,4
Egypt,4,leadpen,9
Egypt,4,bin,5
Egypt,4,clipboard,2
Egypt,4,crayons,3
Egypt,5,artpaper,4
Egypt,5,officechair,9
Egypt,5,staples,3
Egypt,5,bin,5
Egypt,5,ti84plus,5
Egypt,5,typingpaper,7
Egypt,5,gridpaper,6
Egypt,5,clip,7
Egypt,5,basiccalculator,7
Egypt,5,eraser,12
Egypt,5,marker,2
Egypt,5,ruler,7
Egypt,6,clip,7
Egypt,6,crayons,9
Egypt,6,pen,5
Egypt,6,clipboard,8
Egypt,6,pencil,2
Egypt,6,basiccalculator,2
Egypt,6,typingpaper,5
Egypt,6,marker,6
Egypt,6,officechair,1
Egypt,7,ti89,7
Egypt,7,ruler,5
Egypt,7,clipboard,3
Egypt,7,eraser,5
Egypt,7,ti83plus,3
Egypt,7,pen,15
Egypt,7,protractor,8
Egypt,7,ti84plus,8
Egypt,7,officechair,4
Egypt,7,marker,8
Egypt,8,marker,4
Egypt,8,pencil,7
Egypt,8,ti83plus,7
Egypt,8,ink,7
Egypt,8,bin,2
Egypt,8,gridpaper,5
Egypt,8,coloredpencil,6
Egypt,8,folder,1
Egypt,8,artpaper,9
Egypt,8,ruler,6
Egypt,8,staples,9
Egypt,8,crayons,7
Egypt,8,eraser,5
Egypt,9,pencil,4
Egypt,9,artpaper,3
Egypt,9,clip,1
Egypt,9,ruler,6
Egypt,9,folder,3
Egypt,9,typingpaper,8
Egypt,9,staples,1
Egypt,10,BAIIplus,1
Egypt,10,artpaper,5
Egypt,10,ti84plus,6
Egypt,10,bin,3
Egypt,10,marker,4
Egypt,10,ti83plus,2
Egypt,10,pencil,3
Egypt,10,crayons,9
Egypt,11,staples,2
Egypt,11,pencil,9
Egypt,11,clip,4
Egypt,11,gridpaper,2
Egypt,11,ti83plus,2
Egypt,11,leadpen,2
Egypt,11,officechair,8
Egypt,11,folder,4
Egypt,11,basiccalculator,1
Egypt,11,ruler,2
Egypt,11,clipboard,5
Egypt,12,ti84,1
Egypt,12,clip,1
Egypt,12,BAIIplus,4
Egypt,12,basiccalculator,7
Egypt,12,protractor,4
Egypt,12,gridpaper,8
Egypt,12,pencil,1
Egypt,12,typingpaper,8
Egypt,12,pen,3
Egypt,12,artpaper,4
Egypt,12,clipboard,3
France,1,bin,3
France,1,ti84,3
France,1,pencil,1
France,1,staples,7
France,1,typingpaper,1
France,1,clip,6
France,2,ti83plus,4
France,2,pencil,4
France,2,marker,7
France,2,ruler,3
France,2,staples,5
France,3,crayons,6
France,3,protractor,7
France,3,eraser,4
France,3,typingpaper,5
France,3,pencil,4
France,3,staples,2
France,3,ti89,8
France,3,ruler,1
France,4,marker,8
France,4,ti83plus,5
France,4,ruler,7
France,5,folder,4
France,5,ink,1
France,5,pen,6
France,5,ti84plus,5
France,5,ruler,7
France,5,officechair,7
France,5,clip,12
France,6,leadpen,5
France,6,ruler,2
France,6,ti83plus,4
France,6,crayons,1
France,6,gridpaper,4
France,6,ink,4
France,6,ti84plus,14
France,6,ti89,5
France,7,pen,5
France,7,leadpen,5
France,7,protractor,8
France,8,basiccalculator,1
France,8,officechair,1
France,8,ink,3
France,9,officechair,7
France,9,coloredpencil,2
France,9,pencil,3
France,9,ti89,3
France,9,artpaper,8
France,9,typingpaper,10
France,9,ti83plus,6
France,10,pen,1
France,10,marker,5
France,10,basiccalculator,10
France,10,ti84plus,5
France,11,folder,18
France,11,BAIIplus,2
France,11,gridpaper,3
France,11,leadpen,2
France,11,staples,7
France,11,ti84plus,5
France,11,marker,4
France,11,pencil,2
France,11,ti89,5
France,11,eraser,2
France,12,eraser,7
France,12,protractor,2
France,12,ti83plus,5
France,12,ti84plus,3
France,12,BAIIplus,6
France,12,pen,3
France,12,clipboard,7
France,12,typingpaper,12
Germany,1,ti84,4
Germany,1,pen,5
Germany,1,pencil,4
Germany,1,ti84plus,6
Germany,1,BAIIplus,3
Germany,1,ruler,8
Germany,1,marker,7
Germany,1,bin,5
Germany,1,leadpen,4
Germany,1,gridpaper,1
Germany,1,typingpaper,4
Germany,1,basiccalculator,7
Germany,2,clip,2
Germany,2,ti89,2
Germany,2,marker,10
Germany,2,ruler,1
Germany,2,protractor,2
Germany,2,coloredpencil,1
Germany,2,folder,4
Germany,2,gridpaper,4
Germany,2,staples,8
Germany,2,ti83plus,4
Germany,2,ti84plus,5
Germany,3,ruler,5
Germany,3,BAIIplus,2
Germany,3,typingpaper,12
Germany,3,ti83plus,5
Germany,3,bin,5
Germany,3,pen,3
Germany,3,clip,1
Germany,3,staples,3
Germany,4,ti84,8
Germany,4,clip,2
Germany,4,artpaper,7
Germany,4,pencil,9
Germany,4,bin,5
Germany,4,eraser,13
Germany,4,basiccalculator,6
Germany,4,staples,3
Germany,4,ink,5
Germany,4,folder,4
Germany,4,clipboard,4
Germany,4,ti84plus,7
Germany,4,coloredpencil,4
Germany,5,ruler,10
Germany,5,pencil,5
Germany,5,leadpen,11
Germany,5,BAIIplus,1
Germany,5,ti83plus,2
Germany,5,marker,8
Germany,5,staples,8
Germany,5,ti84plus,6
Germany,5,officechair,8
Germany,5,coloredpencil,7
Germany,5,basiccalculator,16
Germany,5,clip,1
Germany,5,eraser,2
Germany,6,bin,1
Germany,6,clip,7
Germany,6,ink,4
Germany,6,officechair,6
Germany,6,ti89,14
Germany,6,typingpaper,1
Germany,6,pencil,9
Germany,6,gridpaper,8
Germany,6,marker,6
Germany,6,artpaper,7
Germany,6,protractor,7
Germany,7,crayons,1
Germany,7,ti83plus,3
Germany,7,ti84,1
Germany,7,protractor,2
Germany,7,clipboard,5
Germany,7,staples,5
Germany,7,coloredpencil,5
Germany,7,gridpaper,4
Germany,7,eraser,1
Germany,7,bin,5
Germany,7,clip,4
Germany,8,leadpen,7
Germany,8,protractor,7
Germany,8,ti84plus,3
Germany,8,bin,4
Germany,8,pencil,6
Germany,8,gridpaper,5
Germany,8,eraser,4
Germany,8,officechair,2
Germany,9,ink,4
Germany,9,protractor,8
Germany,9,eraser,4
Germany,9,clipboard,5
Germany,9,ti89,11
Germany,9,ruler,9
Germany,10,typingpaper,3
Germany,10,clip,3
Germany,10,clipboard,13
Germany,10,staples,3
Germany,10,bin,7
Germany,10,protractor,7
Germany,10,eraser,7
Germany,10,ink,8
Germany,10,folder,12
Germany,10,pencil,1
Germany,10,officechair,7
Germany,10,ti84plus,12
Germany,11,ti84,18
Germany,11,coloredpencil,18
Germany,11,marker,10
Germany,11,basiccalculator,2
Germany,11,BAIIplus,3
Germany,11,clip,13
Germany,11,artpaper,17
Germany,11,bin,2
Germany,11,folder,10
Germany,11,pen,7
Germany,11,staples,8
Germany,12,gridpaper,2
Germany,12,basiccalculator,7
Germany,12,crayons,6
Germany,12,ti84plus,6
Germany,12,marker,8
Germany,12,ruler,6
Germany,12,pen,7
Germany,12,protractor,4
Germany,12,artpaper,8
Germany,12,officechair,1
Guatemala,1,folder,2
Guatemala,1,crayons,3
Guatemala,1,bin,8
Guatemala,1,ruler,9
Guatemala,1,typingpaper,3
Guatemala,1,officechair,7
Guatemala,1,pencil,2
Guatemala,1,pen,4
Guatemala,1,clipboard,5
Guatemala,2,bin,7
Guatemala,2,ti84plus,3
Guatemala,2,ti84,8
Guatemala,2,staples,1
Guatemala,3,marker,1
Guatemala,3,artpaper,4
Guatemala,3,coloredpencil,5
Guatemala,4,officechair,6
Guatemala,4,coloredpencil,1
Guatemala,4,eraser,1
Guatemala,4,ti84,9
Guatemala,4,protractor,2
Guatemala,4,artpaper,12
Guatemala,5,ti89,1
Guatemala,5,ti83plus,5
Guatemala,5,marker,8
Guatemala,5,typingpaper,7
Guatemala,5,officechair,1
Guatemala,6,officechair,3
Guatemala,6,ruler,6
Guatemala,6,clipboard,7
Guatemala,6,pencil,4
Guatemala,6,clip,3
Guatemala,6,pen,4
Guatemala,7,basiccalculator,7
Guatemala,7,leadpen,8
Guatemala,7,clip,5
Guatemala,8,marker,5
Guatemala,8,protractor,2
Guatemala,8,folder,6
Guatemala,8,eraser,7
Guatemala,8,ink,2
Guatemala,8,crayons,4
Guatemala,8,basiccalculator,3
Guatemala,8,pencil,5
Guatemala,9,pencil,4
Guatemala,9,staples,3
Guatemala,9,leadpen,2
Guatemala,9,ti84,4
Guatemala,9,officechair,4
Guatemala,9,eraser,1
Guatemala,10,typingpaper,3
Guatemala,10,ti89,8
Guatemala,10,staples,4
Guatemala,10,pen,5
Guatemala,10,marker,5
Guatemala,10,ti83plus,7
Guatemala,10,clip,6
Guatemala,11,crayons,1
Guatemala,11,pen,4
Guatemala,11,coloredpencil,4
Guatemala,11,BAIIplus,4
Guatemala,11,ti84plus,4
Guatemala,11,ti83plus,1
Guatemala,11,typingpaper,7
Guatemala,12,ink,1
Guatemala,12,pencil,1
Guatemala,12,marker,4
Guatemala,12,crayons,5
Guatemala,12,eraser,2
Guatemala,12,pen,1
Guatemala,12,clip,5
Hong Kong,1,bin,3
Hong Kong,2,officechair,8
Hong Kong,2,gridpaper,6
Hong Kong,2,clipboard,8
Hong Kong,2,bin,6
Hong Kong,2,ti83plus,8
Hong Kong,2,protractor,1
Hong Kong,2,folder,3
Hong Kong,2,coloredpencil,4
Hong Kong,3,pencil,3
Hong Kong,3,crayons,5
Hong Kong,3,folder,2
Hong Kong,3,eraser,13
Hong Kong,4,gridpaper,6
Hong Kong,4,ti84plus,4
Hong Kong,4,bin,6
Hong Kong,5,protractor,6
Hong Kong,5,pencil,4
Hong Kong,5,leadpen,3
Hong Kong,5,ti84plus,3
Hong Kong,5,crayons,8
Hong Kong,5,clip,7
Hong Kong,5,eraser,7
Hong Kong,6,leadpen,6
Hong Kong,6,pen,4
Hong Kong,6,ti89,1
Hong Kong,7,typingpaper,1
Hong Kong,7,basiccalculator,7
Hong Kong,7,artpaper,4
Hong Kong,7,coloredpencil,6
Hong Kong,7,leadpen,8
Hong Kong,8,ti89,8
Hong Kong,8,ti84,5
Hong Kong,8,gridpaper,6
Hong Kong,8,officechair,7
Hong Kong,8,artpaper,1
Hong Kong,8,typingpaper,4
Hong Kong,8,pen,1
Hong Kong,9,pen,5
Hong Kong,9,ink,3
Hong Kong,9,folder,2
Hong Kong,9,leadpen,10
Hong Kong,9,crayons,4
Hong Kong,9,ti83plus,9
Hong Kong,9,ti84,3
Hong Kong,9,gridpaper,4
Hong Kong,9,clip,2
Hong Kong,10,basiccalculator,1
Hong Kong,10,eraser,6
Hong Kong,10,marker,2
Hong Kong,10,gridpaper,8
Hong Kong,10,typingpaper,1
Hong Kong,10,pencil,1
Hong Kong,10,artpaper,5
Hong Kong,10,crayons,1
Hong Kong,11,ti89,1
Hong Kong,11,officechair,10
Hong Kong,11,protractor,6
Hong Kong,12,officechair,5
Hong Kong,12,ti84plus,3
Hong Kong,12,ink,4
Hong Kong,12,typingpaper,1
Hong Kong,12,clipboard,6
India,1,coloredpencil,19
India,1,ti84,18
India,1,pen,9
India,1,leadpen,11
India,1,ti84plus,9
India,1,clip,4
India,1,clipboard,5
India,1,ink,6
India,1,artpaper,4
India,1,eraser,12
India,1,ruler,20
India,1,gridpaper,13
India,1,folder,7
India,1,crayons,5
India,1,protractor,1
India,1,bin,10
India,1,BAIIplus,10
India,1,ti89,21
India,1,officechair,2
India,1,typingpaper,21
India,1,ti83plus,7
India,2,typingpaper,12
India,2,clip,8
India,2,ruler,9
India,2,coloredpencil,2
India,2,ink,7
India,2,pencil,9
India,2,marker,8
India,2,protractor,12
India,2,BAIIplus,6
India,2,ti84plus,4
India,2,pen,10
India,2,clipboard,5
India,2,basiccalculator,3
India,2,eraser,1
India,2,staples,5
India,2,gridpaper,10
India,2,ti89,1
India,2,leadpen,8
India,2,artpaper,6
India,3,bin,8
India,3,eraser,11
India,3,BAIIplus,8
India,3,officechair,7
India,3,coloredpencil,27
India,3,leadpen,9
India,3,ti83plus,8
India,3,crayons,16
India,3,pen,4
India,3,ti89,40
India,3,ti84,2
India,3,gridpaper,1
India,3,folder,11
India,3,staples,17
India,3,pencil,9
India,3,typingpaper,4
India,3,clip,12
India,3,marker,2
India,4,folder,8
India,4,clip,28
India,4,artpaper,6
India,4,marker,7
India,4,clipboard,8
India,4,ti84plus,9
India,4,ti83plus,3
India,4,staples,5
India,4,basiccalculator,3
India,4,coloredpencil,6
India,4,officechair,4
India,4,ink,4
India,4,gridpaper,11
India,4,BAIIplus,7
India,4,typingpaper,5
India,4,pen,2
India,4,protractor,11
India,4,ti84,1
India,4,leadpen,4
India,4,pencil,7
India,4,ti89,8
India,4,eraser,2
India,5,artpaper,15
India,5,pencil,7
India,5,pen,22
India,5,ruler,1
India,5,ti84plus,7
India,5,officechair,30
India,5,ti84,1
India,5,BAIIplus,1
India,5,marker,6
India,5,clip,19
India,5,ti83plus,21
India,5,typingpaper,13
India,5,staples,5
India,5,crayons,5
India,5,protractor,23
India,5,leadpen,12
India,5,eraser,8
India,5,ti89,2
India,5,folder,4
India,6,typingpaper,5
India,6,crayons,8
India,6,ti84,1
India,6,eraser,8
India,6,leadpen,5
India,6,pencil,8
India,6,clipboard,8
India,6,staples,16
India,6,clip,9
India,6,gridpaper,8
India,6,protractor,2
India,6,ink,7
India,6,officechair,12
India,6,ti89,18
India,6,pen,1
India,6,folder,1
India,7,staples,3
India,7,basiccalculator,9
India,7,eraser,8
India,7,marker,2
India,7,artpaper,22
India,7,gridpaper,11
India,7,leadpen,1
India,7,ruler,8
India,7,BAIIplus,18
India,7,officechair,12
India,7,bin,13
India,7,ti83plus,2
India,7,clipboard,8
India,7,pen,12
India,7,clip,21
India,7,ti84,10
India,7,pencil,6
India,7,ink,4
India,7,ti84plus,2
India,8,protractor,3
India,8,ti83plus,2
India,8,staples,24
India,8,typingpaper,3
India,8,clipboard,6
India,8,ti84,11
India,8,pen,18
India,8,ti84plus,11
India,8,crayons,14
India,8,officechair,4
India,8,basiccalculator,13
India,8,BAIIplus,7
India,8,coloredpencil,10
India,8,bin,9
India,8,artpaper,1
India,8,pencil,11
India,8,clip,2
India,8,ink,15
India,8,eraser,7
India,8,ti89,4
India,8,marker,4
India,8,ruler,4
India,9,clipboard,4
India,9,eraser,14
India,9,artpaper,11
India,9,officechair,5
India,9,marker,1
India,9,ti84,1
India,9,BAIIplus,8
India,9,basiccalculator,7
India,9,gridpaper,19
India,9,ti89,6
India,9,folder,1
India,9,pencil,6
India,9,crayons,10
India,9,bin,4
India,9,leadpen,30
India,9,pen,3
India,9,typingpaper,2
India,9,coloredpencil,5
India,9,protractor,3
India,9,staples,1
India,9,ti83plus,8
India,10,basiccalculator,6
India,10,folder,8
India,10,pen,2
India,10,ti89,4
India,10,ti83plus,5
India,10,gridpaper,9
India,10,leadpen,2
India,10,clip,7
India,10,BAIIplus,8
India,10,officechair,11
India,10,bin,9
India,10,protractor,19
India,10,crayons,2
India,10,ti84,7
India,10,eraser,7
India,10,marker,6
India,10,ruler,7
India,10,ti84plus,6
India,10,artpaper,10
India,11,coloredpencil,5
India,11,clipboard,21
India,11,bin,8
India,11,basiccalculator,6
India,11,gridpaper,14
India,11,eraser,7
India,11,pencil,7
India,11,ruler,10
India,11,marker,6
India,11,staples,1
India,11,typingpaper,11
India,11,protractor,8
India,11,ti84plus,5
India,11,ti84,8
India,11,officechair,11
India,11,ti89,8
India,12,bin,2
India,12,gridpaper,15
India,12,protractor,5
India,12,ti83plus,6
India,12,typingpaper,5
India,12,staples,7
India,12,pen,2
India,12,officechair,14
India,12,basiccalculator,6
India,12,crayons,10
India,12,artpaper,12
India,12,ti89,6
India,12,ruler,2
India,12,clip,13
India,12,pencil,18
India,12,folder,4
India,12,marker,3
India,12,leadpen,7
India,12,clipboard,2
India,12,ink,6
Indonesia,1,clip,7
Indonesia,1,eraser,1
Indonesia,1,ti89,7
Indonesia,1,protractor,5
Indonesia,1,pen,2
Indonesia,2,eraser,6
Indonesia,2,clip,5
Indonesia,2,ti84,7
Indonesia,2,ink,6
Indonesia,2,leadpen,4
Indonesia,2,crayons,3
Indonesia,3,coloredpencil,3
Indonesia,3,gridpaper,4
Indonesia,3,ti84,7
Indonesia,3,protractor,9
Indonesia,3,folder,5
Indonesia,3,staples,4
Indonesia,3,BAIIplus,5
Indonesia,4,pen,1
Indonesia,4,clip,6
Indonesia,4,ti84plus,4
Indonesia,5,BAIIplus,5
Indonesia,5,staples,8
Indonesia,5,pencil,5
Indonesia,5,bin,2
Indonesia,5,eraser,3
Indonesia,6,BAIIplus,6
Indonesia,6,basiccalculator,2
Indonesia,6,marker,5
Indonesia,6,crayons,3
Indonesia,6,bin,6
Indonesia,6,clip,7
Indonesia,7,pencil,6
Indonesia,7,coloredpencil,2
Indonesia,7,basiccalculator,5
Indonesia,7,typingpaper,3
Indonesia,7,gridpaper,4
Indonesia,7,BAIIplus,7
Indonesia,8,ti89,11
Indonesia,8,gridpaper,6
Indonesia,8,ruler,8
Indonesia,9,ti83plus,8
Indonesia,9,folder,8
Indonesia,10,marker,12
Indonesia,10,basiccalculator,6
Indonesia,10,leadpen,5
Indonesia,11,artpaper,1
Indonesia,11,basiccalculator,2
Indonesia,11,folder,5
Indonesia,11,marker,11
Indonesia,11,ti83plus,6
Indonesia,11,ti84plus,4
Indonesia,12,artpaper,7
Indonesia,12,ti84plus,6
Indonesia,12,marker,8
Indonesia,12,ti84,5
Indonesia,12,ink,3
Indonesia,12,pen,7
Indonesia,12,gridpaper,3
Indonesia,12,pencil,2
Iran,1,pen,4
Iran,1,staples,5
Iran,1,ti84plus,6
Iran,1,gridpaper,5
Iran,1,coloredpencil,4
Iran,1,typingpaper,2
Iran,1,ti83plus,6
Iran,1,clipboard,5
Iran,2,ti84plus,3
Iran,2,ink,0
Iran,2,ruler,7
Iran,2,folder,3
Iran,2,clipboard,1
Iran,2,officechair,5
Iran,3,ti83plus,7
Iran,3,protractor,6
Iran,3,folder,5
Iran,4,protractor,5
Iran,4,officechair,16
Iran,4,typingpaper,1
Iran,4,bin,6
Iran,4,basiccalculator,6
Iran,4,ti84,8
Iran,5,clipboard,4
Iran,5,ink,3
Iran,5,ti89,7
Iran,5,BAIIplus,6
Iran,5,folder,12
Iran,5,crayons,6
Iran,6,typingpaper,4
Iran,6,ti84,2
Iran,6,eraser,3
Iran,6,bin,1
Iran,6,crayons,1
Iran,6,leadpen,14
Iran,6,ruler,9
Iran,7,coloredpencil,5
Iran,7,marker,6
Iran,7,BAIIplus,4
Iran,7,clip,8
Iran,7,ti84,11
Iran,7,ink,7
Iran,7,protractor,15
Iran,8,bin,7
Iran,8,ti84plus,5
Iran,8,basiccalculator,1
Iran,8,ruler,8
Iran,8,pencil,8
Iran,8,clipboard,8
Iran,8,pen,1
Iran,9,leadpen,4
Iran,9,eraser,3
Iran,9,clip,4
Iran,9,BAIIplus,7
Iran,10,folder,7
Iran,10,eraser,12
Iran,10,ti83plus,1
Iran,10,pencil,2
Iran,11,ti89,1
Iran,11,ti83plus,8
Iran,11,clip,5
Iran,11,clipboard,9
Iran,11,typingpaper,1
Iran,12,gridpaper,1
Iran,12,clipboard,1
Iran,12,coloredpencil,15
Iran,12,ti89,1
Iran,12,leadpen,7
Iran,12,eraser,6
Iraq,1,marker,1
Iraq,1,pencil,6
Iraq,1,artpaper,5
Iraq,1,coloredpencil,8
Iraq,2,gridpaper,2
Iraq,2,folder,7
Iraq,2,eraser,3
Iraq,2,ruler,3
Iraq,2,basiccalculator,2
Iraq,3,pencil,7
Iraq,3,artpaper,8
Iraq,3,ti84,8
Iraq,3,typingpaper,1
Iraq,4,ti89,5
Iraq,4,protractor,8
Iraq,4,folder,5
Iraq,4,ink,1
Iraq,4,clipboard,7
Iraq,4,ti83plus,2
Iraq,4,typingpaper,16
Iraq,5,ti83plus,1
Iraq,5,gridpaper,7
Iraq,5,crayons,5
Iraq,5,marker,3
Iraq,5,bin,3
Iraq,5,ti89,2
Iraq,5,ti84plus,4
Iraq,5,protractor,2
Iraq,6,ruler,3
Iraq,6,ink,7
Iraq,6,crayons,3
Iraq,6,basiccalculator,6
Iraq,6,pen,3
Iraq,7,marker,2
Iraq,7,ink,5
Iraq,7,leadpen,8
Iraq,7,artpaper,8
Iraq,7,coloredpencil,3
Iraq,7,pencil,8
Iraq,7,typingpaper,4
Iraq,8,typingpaper,4
Iraq,8,ti84plus,8
Iraq,8,artpaper,8
Iraq,8,clipboard,2
Iraq,8,ti83plus,7
Iraq,8,ruler,4
Iraq,8,ink,12
Iraq,8,bin,6
Iraq,8,pen,7
Iraq,9,ti83plus,5
Iraq,9,eraser,6
Iraq,9,leadpen,1
Iraq,9,pencil,8
Iraq,9,protractor,4
Iraq,9,BAIIplus,8
Iraq,9,ti84plus,5
Iraq,9,typingpaper,4
Iraq,10,gridpaper,2
Iraq,10,staples,7
Iraq,10,ruler,10
Iraq,10,eraser,4
Iraq,10,protractor,2
Iraq,10,ti89,4
Iraq,10,pen,3
Iraq,10,ti84,5
Iraq,11,bin,8
Iraq,11,ink,1
Iraq,11,eraser,1
Iraq,11,ruler,7
Iraq,11,coloredpencil,2
Iraq,11,basiccalculator,5
Iraq,12,leadpen,4
Iraq,12,crayons,8
Iraq,12,basiccalculator,14
Iraq,12,staples,8
Iraq,12,pencil,6
Iraq,12,artpaper,1
Iraq,12,clip,4
Iraq,12,BAIIplus,10
Iraq,12,gridpaper,4
Italy,1,ti84,8
Italy,1,gridpaper,8
Italy,1,artpaper,5
Italy,1,ink,7
Italy,1,clipboard,4
Italy,1,bin,1
Italy,2,ti89,5
Italy,2,BAIIplus,8
Italy,2,eraser,1
Italy,3,ti83plus,7
Italy,3,clipboard,2
Italy,3,pencil,1
Italy,3,eraser,12
Italy,3,ink,4
Italy,3,ti84plus,11
Italy,4,eraser,2
Italy,4,coloredpencil,2
Italy,4,clip,3
Italy,4,crayons,8
Italy,4,gridpaper,5
Italy,5,clip,6
Italy,5,ti83plus,5
Italy,5,pen,2
Italy,5,ti84,8
Italy,5,marker,8
Italy,5,officechair,7
Italy,6,crayons,8
Italy,6,ti84plus,1
Italy,6,typingpaper,10
Italy,6,artpaper,6
Italy,6,basiccalculator,11
Italy,6,clipboard,5
Italy,6,ruler,7
Italy,6,ink,4
Italy,6,BAIIplus,5
Italy,6,staples,6
Italy,7,ink,7
Italy,7,pencil,7
Italy,7,protractor,4
Italy,7,folder,1
Italy,8,artpaper,4
Italy,8,protractor,2
Italy,8,ti84plus,3
Italy,8,BAIIplus,5
Italy,8,eraser,3
Italy,9,folder,6
Italy,9,ti84plus,4
Italy,9,ti89,8
Italy,10,BAIIplus,3
